id,feature_529,feature_533,feature_2076,feature_4089,feature_4283,feature_7902,feature_10682,feature_10843,feature_12383,feature_14488,feature_18489,feature_20666,feature_20678,feature_21924,feature_22686,feature_23074,feature_25912,feature_28332,feature_28413,feature_30181,feature_31067,feature_35902,feature_38422,feature_41055,feature_41208,feature_41525,feature_41885,feature_42545,feature_42929,feature_44044,feature_47595,feature_50448,feature_50452,feature_50460,feature_50934,feature_51807,feature_55460,feature_90249,feature_90371,feature_90397,feature_90702,feature_92993,feature_93465,feature_97204,feature_100226,feature_100554,feature_103304,feature_110372,feature_116707,feature_118278,feature_120495,feature_120634,feature_123357,feature_127153,feature_140314,feature_140477,feature_141090,feature_141829,feature_143867,feature_145530,feature_147608
1059_IOM_DIS_XX_seg1,0.061063353,0.11594725,0.027763193,0.004375505,0.0,0.0,0.07683969,0.003226187,0.0,0.06563457,0.021629779,0.19448122,0.13555361,0.13234761,0.13234761,0.0,0.08259459,0.13234761,0.17850445,0.030471163,0.027173506,0.050052445,0.108134724,0.016963046,0.040186983,0.0,0.0,0.0,0.0,0.0,0.03919272,0.20134231,0.3317407,0.0,0.21537782,0.03902963,0.15850802,0.28675285,0.2711227,0.18096949,0.43165648,0.03510464,0.0042624925,0.0,0.055871617,0.12999766,0.03820417,0.3971541,0.022676265,0.0,0.031664938,0.013851722,0.028550714,0.04593038,0.06021544,0.049170803,0.0,0.013441771,0.03150179,0.07176505,0.0
1039_TSI_HAP_XX_seg0,0.115856655,0.1886993,0.0,0.0,0.014331988,0.032656036,0.09631645,0.011871523,0.0,0.1584898,0.027127711,0.06828907,0.12750062,0.0029050491,0.01569243,0.09291844,0.103436776,0.0049964874,0.09938662,0.0072991694,0.05402132,0.022729017,0.21674432,0.028024914,0.03967558,0.0022524677,0.058631316,0.014756748,0.05040184,0.029623453,0.04181027,0.22588979,0.19981301,0.24427633,0.113177225,0.07843285,0.010358737,0.2820077,0.30205363,0.10544094,0.18062314,0.0,0.0,0.026550893,0.13706845,0.12999766,0.022480136,0.38677981,0.033931226,0.010078712,0.045048565,0.0075298585,0.038199175,0.083371915,0.0,0.15059938,0.041433528,0.0,0.0,0.11507364,0.04383445
1060_WSI_FEA_XX_seg1,0.01006261,0.09518471,0.0,0.0,0.0,0.0,0.08184414,0.028418118,0.0,0.06563457,0.021629779,0.26968262,0.09026347,0.13234761,0.13234761,0.0,0.115783095,0.13234761,0.16525927,0.038226858,0.02331812,0.04461679,0.0005378585,0.024201097,0.03704628,0.027619025,0.0,0.0,0.012090659,0.0,0.0,0.09596562,0.25516745,0.055878516,0.21462522,0.04600345,0.15850802,0.25106835,0.20940721,0.0021512597,0.45869118,0.017869562,0.0036054521,0.0,0.11435725,0.0621977,0.013379631,0.10964947,0.0042573493,0.004658978,0.0024724305,0.070798896,0.028550714,0.039250687,0.030644622,0.06444411,0.0,0.021783745,0.019970171,0.15409172,0.0
1072_TIE_NEU_XX_seg0,0.108362265,0.07574299,0.0,0.0,0.009582987,0.0,0.16478097,0.009750809,0.0,0.06563457,0.03431408,0.05310961,0.12750062,0.0,0.075475566,0.0,0.028382497,0.11079966,0.09185106,0.024019992,0.06342778,0.08890999,0.2018579,0.015840635,0.024212873,0.0,0.047988884,0.037177157,0.0,0.101640366,0.04024778,0.19289654,0.17947772,0.3339836,0.10553229,0.0658106,0.035510205,0.2820077,0.2711227,0.14772815,0.2683538,0.059477914,0.018410519,0.033034496,0.14335898,0.12999766,0.05400393,0.38677981,0.0099891005,0.022546705,0.042353004,0.010906405,0.04543438,0.08196673,0.03192334,0.07623134,0.0,0.0,0.0003211339,0.07176505,0.076210044
1045_TSI_DIS_XX_seg0,0.09349687,0.105029315,0.0,0.0,0.0049148975,0.047333676,0.10285729,0.0016111038,0.0024167115,0.13238466,0.03268379,0.083106935,0.18246222,0.06958101,0.023637166,0.09823344,0.083802305,0.06321144,0.12287162,0.030768644,0.044319905,0.01542436,0.1799204,0.012249794,0.0,0.0,0.091328524,0.08555715,0.08678855,0.0076553123,0.05649872,0.0031983363,0.13081035,0.26393133,0.13055162,0.09615517,0.012843143,0.17616287,0.27805212,0.2021726,0.13143167,0.03265844,0.0,0.042223454,0.09438097,0.17351928,0.031304095,0.42042577,0.018850975,0.030531792,0.05083607,0.038243804,0.010148312,0.085439056,0.08279045,0.17000592,0.040299002,0.0,0.010041064,0.07166718,0.025917275
1065_IEO_FEA_HI_seg0,0.09349687,0.105029315,0.0,0.012166908,0.0,0.0,0.06381861,0.0793866,0.011082838,0.06563457,0.033300936,0.28548026,0.20691277,0.032224346,0.02221543,0.0,0.04452208,0.093794726,0.14015606,0.035827532,0.014241229,0.019435609,0.10010846,0.028717682,0.026126694,0.021909503,0.03050183,0.04423661,0.032851875,0.048758585,0.02421785,0.0031983363,0.13025294,0.02854402,0.08980546,0.0114651155,0.06513748,0.17877224,0.27805212,0.0,0.13150102,0.024281057,0.035873584,0.008619798,0.1287465,0.15392298,0.018462162,0.07318773,0.031812776,0.0,0.037392925,0.03579862,0.014647121,0.049409308,0.079496145,0.066581346,0.043263316,0.03503421,0.023977857,0.07176505,0.0
1028_TAI_SAD_XX_seg1,0.035194572,0.084085196,0.018677225,0.0,0.0,0.0,0.12295836,0.0070684664,0.0076229773,0.16298911,0.021629779,0.07279669,0.14814295,0.13234761,0.026870647,0.10812421,0.078210264,0.13234761,0.13607961,0.020622164,0.022342423,0.0708798,0.09618269,0.029319659,0.04158736,0.022084437,0.0,0.0,0.027289102,0.02739188,0.0023838116,0.20134231,0.17527434,0.18202561,0.21537782,0.024256306,0.15850802,0.29008883,0.2711227,0.20589246,0.19478285,0.04089079,0.018492503,0.0,0.14666195,0.13590078,0.022053154,0.4052327,0.001972299,0.0,0.07414722,0.0043353764,0.028550714,0.037980434,0.005791083,0.08105844,0.03333691,0.02614312,0.04420345,0.18527707,0.0
1074_TAI_ANG_XX_seg1,0.054775275,0.08317226,0.019504316,0.009212604,0.0,0.0,0.08796997,0.0067666434,0.023265556,0.06563457,0.021629779,0.15473449,0.11123475,0.13234761,0.35938987,0.0,0.15490398,0.13234761,0.14034815,0.017400319,0.04169484,0.19520372,0.17941783,0.033837393,0.017975682,0.031647295,0.0,0.0,0.017016519,0.029536158,0.081388466,0.09596562,0.23933902,0.2549096,0.21500151,0.04616062,0.15850802,0.2635504,0.20940721,0.18652697,0.4018784,0.0,0.009816186,0.0,0.022064814,0.09891494,0.02209514,0.3410237,0.018009719,0.010438987,0.02735737,0.029484732,0.028550714,0.026063114,0.036630586,0.05031855,0.10270375,0.007564961,0.037614755,0.07176505,0.005476443
1067_ITH_ANG_XX_seg0,0.024141582,0.02687195,0.018480038,0.0,0.019445904,0.0016978552,0.052537624,0.070280254,0.024273535,0.06563457,0.03570327,0.20097896,0.08658789,0.035562392,0.054762542,0.0,0.03279782,0.010531384,0.096141726,0.0166036,0.06581952,0.11065723,0.1956117,0.021549983,0.019768776,0.0064972313,0.040328834,0.08848402,0.016504293,0.050305817,0.03855839,0.2127106,0.25587198,0.2514941,0.09910431,0.088277176,0.042188045,0.25886738,0.2954452,0.1313248,0.24208264,0.0,0.0,0.039189074,0.039112087,0.062360182,0.0,0.08025745,0.017275278,0.009951709,0.036073834,0.05476992,0.014636328,0.08898322,0.0043627173,0.05471837,0.029727561,0.0,0.03338178,0.07176505,0.032927766
1058_ITS_ANG_XX_seg1,0.03390064,0.08063799,0.015472851,0.0,0.0,0.0,0.08219017,0.014566269,0.0,0.06563457,0.021629779,0.17596655,0.10084496,0.13234761,0.13234761,0.0,0.016956309,0.13234761,0.15398023,0.017800948,0.0005856392,0.077952884,0.13243042,0.03463117,0.036461323,0.02341624,0.0,0.0,0.04805299,0.031302646,0.040717386,0.09596562,0.16432878,0.26780632,0.21500151,0.019992804,0.15850802,0.24227488,0.20940721,0.1675079,0.45869118,0.026725661,0.03624153,0.055355955,0.00017495293,0.08410807,0.02251792,0.27791595,0.03890322,0.020443613,0.0051989555,0.03543415,0.028550714,0.054889962,0.072735205,0.058539923,0.0,0.029078543,0.031156598,0.07176505,0.0
1040_IWL_NEU_XX_seg1,0.011766895,0.09071675,0.0,0.0,0.0,0.0,0.15563463,0.028496841,0.0,0.06563457,0.021629779,0.040550027,0.08444384,0.13234761,0.13234761,0.0,0.06358832,0.13234761,0.16198869,0.02035736,0.009180869,0.030429853,0.04643816,0.0029354875,0.02623969,0.027248126,0.0,0.0,0.046249513,0.025702283,0.0,0.21313465,0.12959817,0.26188058,0.2157541,0.044258535,0.15850802,0.28316683,0.2882352,0.10444165,0.49588764,0.027972238,0.048529662,0.005722218,0.112150356,0.046759117,0.00983171,0.0,0.008459825,0.0,0.035313755,0.06810929,0.028550714,0.008133505,0.062135354,0.046069257,0.0,0.03379152,0.026126571,0.07176505,0.0
1020_TSI_FEA_XX_seg1,0.092583165,0.15712193,0.0,0.0021523717,0.0,0.0,0.110750474,0.028103942,0.0,0.06563457,0.021629779,0.069946595,0.2675667,0.13234761,0.13234761,0.09291844,0.062148742,0.13234761,0.13334176,0.044553023,0.028678153,0.030340223,0.0005378585,0.022305481,0.018617023,0.025687981,0.0,0.0,0.026852058,0.0,0.019094883,0.101160906,0.20691524,0.26601705,0.2145512,0.046174366,0.15850802,0.2558276,0.23764189,0.0003476335,0.36246243,0.018799491,0.012958573,0.0,0.11694913,0.16998896,0.008615405,0.3628624,0.016660426,0.0,0.05492827,0.026356554,0.028550714,0.057213288,0.035098806,0.09013419,0.0,0.02132831,0.0,0.07176505,0.0
1003_TAI_HAP_XX_seg1,0.061191954,0.084286064,0.014242104,0.02157039,0.0265365,0.0,0.09999981,0.0070684664,0.021381121,0.12957981,0.021629779,0.06248928,0.14814295,0.13234761,0.011833152,0.07358047,0.08048019,0.13234761,0.12198202,0.0048998417,0.027193367,0.049021326,0.16489835,0.040350433,0.045029048,0.033037897,0.34900638,0.0,0.0,0.03864907,0.0011161538,0.21989319,0.19356298,0.29119945,0.21537782,0.016767904,0.15850802,0.29008883,0.30205363,0.1355562,0.12731105,0.00969954,0.040375736,0.0,0.12021306,0.13590078,0.008045934,0.4052327,0.0,0.01694934,0.03691569,0.00583379,0.028550714,0.06550397,0.0,0.14659216,0.041445814,0.03675127,0.034853704,0.11507364,0.011688487
1008_IEO_FEA_HI_seg0,0.09349687,0.10520098,0.0,0.024640223,0.0039821453,0.01716081,0.06381861,0.08108386,0.0072669466,0.06563457,0.025650678,0.28548026,0.20691277,0.020304918,0.047407955,0.0,0.10973154,0.002728289,0.10034528,0.035827532,0.012408358,0.00094402226,0.20069708,0.0365238,0.030731494,0.017878445,0.0554805,0.015082869,0.04168124,0.06443104,0.005555554,0.0031983363,0.14119144,0.02854402,0.08714004,0.068581104,0.005269412,0.17877224,0.27805212,0.0,0.1424164,0.0,0.05108584,0.04355679,0.1287465,0.15392298,0.017361527,0.07318773,0.010890477,0.019714257,0.02101522,0.038992908,0.02729389,0.07906387,0.079496145,0.066581346,0.012346174,0.0,0.0123652145,0.07176505,0.032593083
1035_TSI_SAD_XX_seg1,0.084941484,0.08543897,0.0114522185,0.0,0.0,0.0,0.124687865,0.0012598895,0.019895324,0.06146984,0.021629779,0.08279062,0.12180386,0.13234761,0.0006100119,0.043715008,0.037225533,0.13234761,0.08110399,0.021125972,0.014531673,0.04511791,0.110004604,0.024860997,0.020250952,0.060283408,0.0,0.0,0.06704212,0.031311095,0.07473525,0.20134231,0.16252792,0.18166326,0.21500151,0.03465238,0.15850802,0.27856728,0.2711227,0.2451212,0.17127386,0.052866567,0.0,0.0,0.16347614,0.112217814,0.013762676,0.37395018,0.01938272,0.0,0.03604737,0.0026654587,0.028550714,0.049098145,0.0,0.072485685,0.03766478,0.018073946,0.0061089452,0.14564237,0.009985658
1046_IWL_FEA_XX_seg1,0.008433613,0.10825218,0.0,0.0,0.0,0.0,0.15254982,0.0047628246,0.0,0.06563457,0.021629779,0.2046851,0.116774365,0.13234761,0.13234761,0.0,0.05856398,0.13234761,0.15454268,0.04111337,0.0618636,0.0618636,0.0005378585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09596562,0.10931198,0.27057356,0.21500151,0.044099864,0.15850802,0.27191266,0.20940721,0.0690227,0.45869118,0.018274097,0.0,0.0,0.12477072,0.10585533,0.0,0.35835737,0.35569173,0.0,0.048320025,0.070798896,0.028550714,0.048873216,0.007483244,0.047227204,0.0,0.0,0.0,0.058768675,0.0
1072_TAI_HAP_XX_seg1,0.151423,0.13904764,0.014254115,0.01187036,0.0,0.0,0.09999981,0.0070684664,0.021521403,0.06563457,0.021629779,0.06248928,0.14814295,0.13234761,0.13234761,0.0,0.09483196,0.13234761,0.09023072,0.0048998417,0.026448917,0.036528073,0.13565457,0.015459922,0.046078004,0.027451806,0.0,0.0,0.0239272,0.03791731,0.03803481,0.21989319,0.1859475,0.29119945,0.21537782,0.012169852,0.15850802,0.29008883,0.30205363,0.1355562,0.39573374,0.0,0.035887986,0.025022546,0.12021306,0.13590078,0.008150574,0.4052327,0.0,0.017854447,0.05226484,0.0058106235,0.028550714,0.047544964,0.0,0.14659216,0.0,0.021929793,0.039011262,0.07176505,0.0
1019_IEO_HAP_HI_seg0,0.09149057,0.23745228,0.018561937,0.0154358065,0.0124516105,0.024527391,0.08885196,0.06668855,0.03302988,0.06563457,0.026546596,0.19134738,0.27090907,0.012241529,0.029940784,0.0,0.09462316,0.042795695,0.10443613,0.009698497,0.045417495,0.027195126,0.20742185,0.013824015,0.043518968,0.040513337,0.060314525,0.11769797,0.060504735,0.032348357,0.018771825,0.12168918,0.18607156,0.18577471,0.11793253,0.065328926,0.013607969,0.2883014,0.23764189,0.1430927,0.14641663,0.0,0.0,0.030947162,0.04687105,0.1493603,0.019711176,0.09317882,0.02687109,0.0,0.049647853,0.022964388,0.017533148,0.08182377,0.11351393,0.15103543,0.015125693,0.010976339,0.04805199,0.07176505,0.050169546
1090_TSI_HAP_XX_seg1,0.06613848,0.10090408,0.0,0.015994418,0.0,0.0,0.08705776,0.026178831,0.0,0.06786248,0.021629779,0.0829682,0.2081261,0.13234761,0.13234761,0.09823344,0.07073802,0.13234761,0.12735865,0.0072498666,0.030387485,0.037049297,0.0005378585,0.01807011,0.024347229,0.03620722,0.0,0.0,0.025844144,0.0,0.0,0.20134231,0.16328993,0.3439927,0.2157541,0.07559631,0.15850802,0.2856277,0.2711227,0.23126507,0.43165648,0.031973343,0.037644017,0.00011054432,0.1784805,0.17341629,0.018626418,0.4161073,0.056371223,0.0,0.041855767,0.04265318,0.028550714,0.04331995,0.0006351322,0.13287489,0.0,0.024930753,0.028079329,0.053781155,0.0
1065_IOM_ANG_XX_seg0,0.042841878,0.03738478,0.004074146,0.021217367,0.025887452,0.024986677,0.118370004,0.06331641,0.015419583,0.06563457,0.028807146,0.14861833,0.025072949,0.01141687,0.08569469,0.0,0.08688767,0.02013508,0.09569898,0.018201608,0.040787328,0.06102652,0.21163936,0.0,0.028893283,0.0,0.05724359,0.02233452,0.035213966,0.045094337,0.02347368,0.10597078,0.08977751,0.26618296,0.11482441,0.09177618,0.012931726,0.25624254,0.27527684,0.14327505,0.23859113,0.030706493,0.0,0.008967391,0.20052816,0.0673083,0.009265903,0.031002367,0.022857733,0.012309925,0.010177076,0.06400212,0.017943617,0.0957122,0.001783048,0.057630662,0.041423373,0.0,0.04021699,0.07176505,0.032445446
1083_TIE_NEU_XX_seg0,0.0271227,0.08689842,0.0,0.021348154,0.0207062,0.045813743,0.16478097,0.007565389,0.025154494,0.06563457,0.023810757,0.05310961,0.12750062,0.16399087,0.0024813924,0.0,0.09830763,0.21120748,0.115680695,0.024019992,0.070201114,0.0028836408,0.15938829,0.027411222,0.014793042,0.0,0.06310178,0.085033275,0.0,0.053591244,0.034213774,0.19289654,0.23594527,0.3339836,0.101507895,0.0896891,0.0035636933,0.2820077,0.2711227,0.14772815,0.17083722,0.05174826,0.0,0.041285567,0.14335898,0.12999766,0.08210537,0.38677981,0.03223895,0.042446777,0.042859312,0.015622007,0.032348398,0.08509605,0.03192334,0.07623134,0.04044985,0.0,0.027340975,0.07176505,0.046134043
1008_ITH_HAP_XX_seg0,0.017510734,0.082630575,0.0,0.0,0.0,0.031431146,0.08586072,0.05438489,0.0,0.06563457,0.031459466,0.09203903,0.09758348,0.085889585,0.080517896,0.07572332,0.0,0.033957727,0.09850391,0.012097824,0.033400536,0.041027017,0.22322802,0.010559455,0.025687493,0.0,0.05331464,0.0662713,0.0,0.049977962,0.033113968,0.19289654,0.18130986,0.19463815,0.08485286,0.08888972,0.015463103,0.23449075,0.2711227,0.17967322,0.2707952,0.0053915544,0.0,0.03805847,0.18042198,0.08410807,0.05113973,0.25142726,0.014068886,0.009550118,0.011530429,0.030269528,0.0143791335,0.078750566,0.0,0.14673403,0.0,0.007977352,0.015453021,0.07176505,0.04246146
1050_DFA_NEU_XX_seg0,0.11969472,0.08860704,0.011764935,0.0162851,0.012958012,0.0,0.14531904,0.093952775,0.015166328,0.06563457,0.039127633,0.040253058,0.052589707,0.008738891,0.015040543,0.0,0.026421472,0.065892,0.1408949,0.017611247,0.011849695,0.025401156,0.14097059,0.03057973,0.02927421,0.025944462,0.034397036,0.029203117,0.025578933,0.031907693,0.020117316,0.20904946,0.15151328,0.31129473,0.08631699,0.008696545,0.049120687,0.2625568,0.2882352,0.05872745,0.22939026,0.03545945,0.031622842,0.041358635,0.13474073,0.06845301,0.015011768,0.0,0.03549895,0.0006346315,0.019135743,0.06556043,0.0,0.072404295,0.06430826,0.048669994,0.040478457,0.041858576,0.040084388,0.070137665,0.01688458
1067_IOM_DIS_XX_seg2,0.023044161,0.054959446,0.004306856,0.009448323,0.0,0.0,0.07683969,0.003226187,0.0,0.06563457,0.021629779,0.19448122,0.13555361,0.13234761,0.13234761,0.0,0.0821977,0.13234761,0.15371364,0.030471163,0.028863017,0.07199934,0.12100282,0.032364666,0.029161269,0.020750921,0.0,0.0,0.035412055,0.036510553,0.0,0.20134231,0.18762772,0.0,0.21537782,0.044014815,0.15850802,0.28675285,0.2711227,0.18096949,0.43165648,0.038164265,0.0032218797,0.0,0.055871617,0.12999766,0.014434616,0.3971541,0.0,0.0,0.045007143,0.005786931,0.028550714,0.034617536,0.06021544,0.049170803,0.0,0.021244334,0.027613567,0.07176505,0.0
1083_IEO_ANG_LO_seg0,0.020433946,0.07418814,0.038842745,0.0,0.053127103,0.0,0.06298009,0.09545248,0.028864153,0.06563457,0.02883449,0.20118037,0.096220955,0.013016311,0.037509125,0.0,0.08581977,0.040232588,0.09569271,0.013555434,0.03834192,0.047129676,0.16724224,0.069634125,0.052382503,0.008635807,0.040984742,0.034125805,0.010607947,0.03859319,0.030147754,0.2127106,0.18999831,0.20189476,0.08610697,0.096805125,0.0308448,0.29155684,0.2954452,0.18041657,0.24726811,0.0,0.0037470292,0.046527497,0.09069857,0.071471006,0.035962854,0.20016593,0.010219916,0.0165353,0.037211597,0.055327814,0.0214525,0.07543477,0.0,0.02752763,0.019536214,0.017496398,0.0,0.07176505,0.041153375
1087_IEO_ANG_HI_seg0,0.057872795,0.11027466,0.07795576,0.010321198,0.0,0.0,0.10771004,0.09252869,0.0123785185,0.06563457,0.024620188,0.12819165,0.13555361,0.020532418,0.035940755,0.0,0.0376515,0.0,0.08245417,0.015856156,0.07361441,0.0032767984,0.19032593,0.056150045,0.017627385,0.01776857,0.029276637,0.02862518,0.052437104,0.07536678,0.045750115,0.22588979,0.24271707,0.21525188,0.08928947,0.10409997,0.0046401513,0.3157304,0.30205363,0.11739431,0.14770333,0.0,0.014398641,0.030035496,0.1791279,0.13590078,0.026160581,0.07364045,0.027994208,0.0,0.06956736,0.007953876,0.0061509917,0.079849444,0.14974464,0.052945856,0.021275384,0.0,0.0,0.07176505,0.043901663
1022_TIE_NEU_XX_seg0,0.034743708,0.07415521,0.0,0.0,0.023388319,0.009592432,0.1692837,0.0063146357,0.02325829,0.06563457,0.02821873,0.04906611,0.12180386,0.008049878,0.0,0.0,0.028237743,0.04907331,0.10715744,0.02276874,0.07213916,0.023023916,0.19958746,0.020618372,0.054208986,0.028844858,0.040420312,0.07243362,0.055290595,0.0,0.037637196,0.19289654,0.18410859,0.33124968,0.13067098,0.10217953,0.07590253,0.27856728,0.2711227,0.15394588,0.28311282,0.0,0.012467166,0.040908836,0.14293823,0.12244227,0.034326136,0.37395018,0.029823279,0.01764463,0.07360606,0.01897594,0.011843608,0.080281146,0.03017278,0.07372531,0.0,0.0,0.020945344,0.07176505,0.0368849
1038_TIE_SAD_XX_seg1,0.084941484,0.084085196,0.0,0.0,0.0,0.0,0.12536775,0.0,0.0,0.06563457,0.021629779,0.075900845,0.12750062,0.13234761,0.13234761,0.0103062615,0.13009317,0.13234761,0.21103139,0.021125972,0.034238026,0.07119828,0.0005378585,0.21464093,0.027044814,0.0,0.0,0.0,0.0,0.0,0.0,0.20134231,0.17361031,0.18257225,0.21537782,0.036587298,0.15850802,0.2820077,0.2711227,0.2300647,0.4276324,0.048291054,0.0,0.0,0.1594282,0.12244227,0.0,0.38677981,0.0,0.0,0.025547657,0.04265318,0.028550714,0.028844967,0.03017278,0.07499174,0.0,0.008318416,0.0,0.23273365,0.0
1047_IWW_NEU_XX_seg1,0.0,0.004619393,0.0,0.0,0.0,0.0,0.15919629,0.0,0.0,0.06563457,0.021629779,0.08946524,0.10047454,0.13234761,0.13234761,0.0,0.08397662,0.13234761,0.15454268,0.020010546,0.0618636,0.0618636,0.0005378585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20023893,0.0,0.0,0.21667446,0.052629262,0.15850802,0.2542112,0.20174995,0.07755451,0.5105983,0.0,0.0,0.0,0.09993239,0.06803882,0.0,0.34187862,0.0,0.0,0.029029407,0.10390165,0.028550714,0.061430845,0.15311682,0.0,0.0,0.0,0.0,0.09634671,0.0
1026_TIE_ANG_XX_seg1,0.034955565,0.104447156,0.0,0.0,0.017574392,0.0,0.08219017,0.05377769,0.017635211,0.063851774,0.026785893,0.17596655,0.10084496,0.0050241672,0.004379926,0.0,0.043441713,0.06726274,0.09309398,0.017800948,0.011294428,0.07479806,0.15245898,0.037896436,0.03085193,0.04949952,0.028674724,0.0,0.0707946,0.0,0.02701426,0.09596562,0.11465502,0.26780632,0.07780221,0.047671348,0.01526556,0.24227488,0.20940721,0.1675079,0.18473363,0.0,0.03950781,0.107316956,0.00017495293,0.08410807,0.0059528025,0.27791595,0.0093874745,0.036743898,0.048871856,0.04043151,0.028550714,0.0041020247,0.04831077,0.058539923,0.04119622,0.041609835,0.02205473,0.11497184,0.0
1052_WSI_FEA_XX_seg0,0.043105535,0.07554993,0.0,0.036170725,0.025243662,0.0,0.08184414,0.045242347,0.011305543,0.06563457,0.019922746,0.26968262,0.09026347,0.06216649,0.0090591675,0.0,0.060805216,0.0490298,0.098242044,0.038226858,0.03032108,0.040802505,0.21014602,0.04369276,0.0010670655,0.018345531,0.05278232,0.079741925,0.0,0.06059631,0.01756531,0.087880984,0.13625646,0.055878516,0.12658483,0.0848751,0.009364902,0.25106835,0.20940721,0.0021512597,0.210709,0.027160147,0.0,0.0039968407,0.11435725,0.06740973,0.0,0.10964947,0.0,0.0032176925,0.008345634,0.05366783,0.035763904,0.076115265,0.030644622,0.06444411,0.0418388,0.0034729405,0.04201877,0.07176505,0.042339973
1023_IOM_DIS_XX_seg0,0.034743708,0.08610025,0.0067335707,0.0046055517,0.0,0.0,0.06940553,0.0049998616,0.0,0.15919788,0.034805924,0.20267661,0.12750062,0.014034667,0.030202024,0.0,0.010888809,0.088515684,0.09295642,0.030471163,0.0029926882,0.015947018,0.17520562,0.025649354,0.031280957,0.029064333,0.07541658,0.024272162,0.032251894,0.0,0.06690023,0.19289654,0.2337036,0.0,0.11448257,0.007029932,0.07190142,0.2820077,0.2711227,0.17275046,0.16519734,0.03433712,0.036372792,0.020303842,0.06507356,0.12999766,0.017046262,0.38677981,0.0018678877,0.0,0.08703887,0.0041173296,0.013241039,0.15962344,0.065942384,0.044157837,0.042469595,0.04028328,0.01720986,0.07176505,0.02602171
1067_TIE_ANG_XX_seg0,0.016129961,0.05093065,0.005717206,0.035157584,0.022556059,0.008168002,0.08611526,0.036203075,0.017014531,0.06563457,0.02907559,0.15549433,0.10721584,0.0822891,0.0,0.0,0.092761695,0.046384167,0.10280135,0.017400319,0.023551935,0.009093239,0.19646202,0.0,0.022657514,0.004351514,0.04369474,0.026057113,0.01326145,0.022096096,0.024864126,0.087880984,0.24469088,0.2610481,0.09109728,0.08475929,0.05281005,0.25708506,0.20940721,0.18224347,0.30934876,0.0,0.0,0.029624952,0.013867338,0.09891494,0.02217463,0.32107237,0.11436269,0.015508296,0.038571563,0.025114026,0.013457011,0.081300355,0.053193018,0.05309269,0.0,0.0,0.048485298,0.07176505,0.06704915
1075_IOM_SAD_XX_seg1,0.13298744,0.07647577,0.0,0.0,0.0,0.0,0.109399416,0.0,0.0,0.099626005,0.021629779,0.08526194,0.052589707,0.13234761,0.13234761,0.0,0.09590269,0.13234761,0.1448558,0.02162981,0.030672586,0.05709178,0.0005378585,0.0,0.3019713,0.0,0.0,0.0,0.0,0.0,0.03227183,0.21313465,0.107656896,0.17100906,0.21787246,0.040076174,0.15850802,0.2625568,0.2882352,0.12301812,0.49588764,0.0,0.016194995,0.05067516,0.18977827,0.039173827,0.0,0.0,0.025721708,0.0,0.0,0.10572464,0.028550714,0.024812123,0.06950472,0.042509824,0.0,0.04998682,0.0,0.07176505,0.0
1040_IWW_FEA_XX_seg0,0.0,0.045239776,0.009798081,0.0,0.025305413,0.0,0.0915541,0.053247627,0.0,0.099626005,0.03583829,0.25405997,0.03943817,0.093282625,0.056451768,0.09291844,0.06457357,0.0362021,0.12218554,0.028917855,0.050795227,0.029327098,0.21017979,0.013390469,0.050973713,0.008406485,0.0594094,0.010329992,0.0,0.03509353,0.030433673,0.10597078,0.2621437,0.0,0.106544815,0.057952285,0.018241057,0.26298895,0.27527684,0.0032843316,0.27762124,0.012360164,0.0,0.10544363,0.08752197,0.06661457,0.04781278,0.044682108,0.030250767,0.024604417,0.015234977,0.08979068,0.041112468,0.07202321,0.069804326,0.059056967,0.015372388,0.009350774,0.026548276,0.053781155,0.015708074
1084_TAI_NEU_XX_seg0,0.0271227,0.075360805,0.014771482,0.030241005,0.016807444,0.024770295,0.14843693,0.01906518,0.012614514,0.06563457,0.029468296,0.050455805,0.1563529,0.08970995,0.058313448,0.0,0.06842215,0.036147576,0.09665839,0.027426995,0.044502515,0.06602999,0.22162093,0.01871639,0.0022655902,0.0,0.05993638,0.024342325,0.085936815,0.041692607,0.026479395,0.19289654,0.2219315,0.331786,0.07760766,0.08182582,0.017160188,0.2925357,0.2711227,0.119073704,0.223601,0.0,0.066374056,0.032802105,0.1317315,0.15014085,0.0,0.41335532,0.015507396,0.0327566,0.04083529,0.008014371,0.0,0.08529644,0.011125818,0.086341985,0.05166518,0.0,0.041614976,0.07176505,0.054387346
1021_TSI_FEA_XX_seg0,0.09149057,0.069786444,0.0,0.0,0.0136306,0.0,0.110750474,0.034857735,0.017669067,0.06563457,0.026821895,0.069946595,0.2675667,0.085621156,0.09793546,0.0,0.07306835,0.015159451,0.121761024,0.044553023,0.05612881,0.06265711,0.21093407,0.029351331,0.05300163,0.0,0.005994986,0.020134924,0.026733775,0.05886987,0.05726648,0.12168918,0.28122517,0.26601705,0.08363465,0.08468318,0.090480976,0.2558276,0.23764189,0.0003476335,0.1659139,0.0,0.025036747,0.04256959,0.11694913,0.16060564,0.029672265,0.3628624,0.008181355,0.0,0.079785354,0.02468364,0.023279183,0.07570261,0.035098806,0.09013419,0.02113115,0.0,0.0,0.12439792,0.0721159
